SITE_NO,DATE_TIME_HEURE,FLAG_MARQUEUR,VALUE_VALEUR,SDL_LDE,MDL_LDM,VMV_CODE,UNIT_UNITÉ,VARIABLE,VARIABLE_FR,STATUS_STATUT,SAMPLE_ID_ÉCHANTILLON
"BC08NL0005","2001-03-06 12:00","","5.70000000","0.1","","1141","MG/L","MAGNESIUM EXTRACTABLE/UNFILTERED","MAGNÉSIUM EXTRACTIBLE/NON FILTRÉ","P","01PY001071"
"BC08NL0005","2001-03-06 12:00","","5.34000000","0.005","","100479","µG/L","MANGANESE EXTRACTABLE","MANGANÈSE EXTRACTIBLE","P","01PY001071"
"BC08NL0005","2001-03-06 12:00","","0.00480000","0.0001","","100225","MG/L","MANGANESE TOTAL","MANGANÈSE TOTAL","P","01PY001071"
"BC08NL0005","2001-03-06 12:00","","0.00200000","0.0001","","100226","MG/L","MOLYBDENUM TOTAL","MOLYBDÈNE TOTAL","P","01PY001071"
"BC08NL0005","2001-03-06 12:00","","0.10000000","0.02","","100481","µG/L","NICKEL EXTRACTABLE","NICKEL EXTRACTIBLE","P","01PY001071"
"BC08NL0005","2001-03-06 12:00","<","0.00020000","0.0002","","100227","MG/L","NICKEL TOTAL","NICKEL TOTAL","P","01PY001071"
"BC08NL0005","2001-03-06 12:00","","0.10000000","0.02","","7657","MG/L","NITROGEN TOTAL DISSOLVED","AZOTE TOTAL DISSOUS","P","01PY001071"
"BC08NL0005","2001-03-06 12:00","","8.15000000","0.01","","10301","PH","PH","PH","P","01PY001071"
"BC08NL0005","2001-03-06 12:00","","0.00500000","0.002","","15102","MG/L","PHOSPHORUS TOTAL DISSOLVED","PHOSPHORUS TOTAL DISSOUS","P","01PY001071"
"BC08NL0005","2001-03-06 12:00","","1.00000000","0.1","","1142","MG/L","POTASSIUM EXTRACTABLE","POTASSIUM EXTRACTIBLE","P","01PY001071"
"BC08NL0005","2001-03-06 12:00","","0.49500000","0.002","","100487","µG/L","RUBIDIUM EXTRACTABLE","RUBIDIUM EXTRACTIBLE","P","01PY001071"
"BC08NL0005","2001-03-06 12:00","","0.00020000","0.0001","","100251","MG/L","SELENIUM TOTAL","SÉLÉNIUM TOTAL","P","01PY001071"
"BC08NL0005","2001-03-06 12:00","","5.19000000","0.05","","1140","MG/L","SILICON EXTRACTABLE","SILICIUM EXTRACTIBLE","P","01PY001071"
"BC08NL0005","2001-03-06 12:00","<","0.00500000","0.005","","100490","µG/L","SILVER EXTRACTABLE","ARGENT EXTRACTIBLE","P","01PY001071"
"BC08NL0005","2001-03-06 12:00","<","0.00010000","0.0001","","100324","MG/L","SILVER TOTAL","ARGENT TOTAL","P","01PY001071"
"BC08NL0005","2001-03-06 12:00","","4.90000000","0.1","","1139","MG/L","SODIUM EXTRACTABLE","SODIUM EXTRACTIBLE","P","01PY001071"
"BC08NL0005","2001-03-06 12:00","","214.00000000","2","","2041","µS/CM","SPECIFIC CONDUCTANCE","CONDUCTANCE SPÉCIFIQUE","P","01PY001071"
"BC08NL0005","2001-03-06 12:00","","182.00000000","0.01","","100488","µG/L","STRONTIUM EXTRACTABLE","STRONTIUM EXTRACTIBLE","P","01PY001071"
"BC08NL0005","2001-03-06 12:00","","0.16500000","0.0001","","100229","MG/L","STRONTIUM TOTAL","STRONTIUM TOTAL","P","01PY001071"
"BC08NL0005","2001-03-06 12:00","","15.00000000","","","97060","DEG C","TEMPERATURE (AIR)","TEMPÉRATURE (AIR)","P","01PY001071"
"BC08NL0005","2001-03-06 12:00","","7.00000000","","","1125","DEG C","TEMPERATURE (WATER)","TEMPÉRATURE (EAU)","P","01PY001071"
"BC08NL0005","2001-03-06 12:00","","0.00700000","0.001","","100495","µG/L","THALLIUM EXTRACTABLE","THALLIUM EXTRACTIBLE","P","01PY001071"
"BC08NL0005","2001-03-06 12:00","","0.39000000","0.05","","2074","NTU","TURBIDITY","TURBIDITÉ","P","01PY001071"
"BC08NL0005","2001-03-06 12:00","","0.75500000","0.001","","100498","µG/L","URANIUM EXTRACTABLE","URANIUM EXTRACTIBLE","P","01PY001071"
"BC08NL0005","2001-03-06 12:00","","0.42000000","0.01","","100477","µG/L","VANADIUM EXTRACTABLE","VANADIUM EXTRACTIBLE","P","01PY001071"
"BC08NL0005","2001-03-06 12:00","","0.00060000","0.0001","","100230","MG/L","VANADIUM TOTAL","VANADIUM TOTAL","P","01PY001071"
"BC08NL0005","2001-03-06 12:00","","0.32000000","0.04","","100483","µG/L","ZINC EXTRACTABLE","ZINC EXTRACTIBLE","P","01PY001071"
"BC08NL0005","2001-03-06 12:00","<","0.00020000","0.0002","","100231","MG/L","ZINC TOTAL","ZINC TOTAL","P","01PY001071"
"BC08NL0005","2001-03-26 07:14","","0.02900000","0.002","","100216","MG/L","ALUMINUM TOTAL","ALUMINIUM TOTAL","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","0.00070000","0.0001","","100250","MG/L","ARSENIC TOTAL","ARSENIC TOTAL","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","31.40000000","0.01","","100493","µG/L","BARIUM EXTRACTABLE","BARYUM EXTRACTIBLE","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","0.03150000","0.0002","","100217","MG/L","BARIUM TOTAL","BARYUM TOTAL","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","<","0.00200000","0.002","","100474","µG/L","BERYLLIUM EXTRACTABLE","BÉRYLLIUM EXTRACTIBLE","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","<","0.05000000","0.05","","100218","µG/L","BERYLLIUM TOTAL","BÉRYLLIUM TOTAL","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","3.80000000","0.07","","100475","µG/L","BORON EXTRACTABLE","BORE EXTRACTIBLE","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","0.01500000","0.005","","100491","µG/L","CADMIUM EXTRACTABLE","CADMIUM EXTRACTIBLE","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","<","0.00010000","0.0001","","100219","MG/L","CADMIUM TOTAL","CADMIUM TOTAL","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","30.80000000","0.1","","1143","MG/L","CALCIUM EXTRACTABLE/UNFILTERED","CALCIUM EXTRACTIBLE/NON FILTRÉ","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","21.80000000","0.5","","201144","MG/L","CARBON DISSOLVED INORGANIC","CARBONE INORGANIQUE DISSOUS","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","<","0.50000000","0.5","","201145","MG/L","CARBON DISSOLVED ORGANIC","CARBONE ORGANIQUE DISSOUS","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","<","0.02000000","0.02","","100478","µG/L","CHROMIUM EXTRACTABLE","CHROME EXTRACTIBLE","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","<","0.00020000","0.0002","","100221","MG/L","CHROMIUM TOTAL","CHROME TOTAL","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","0.51100000","0.002","","100480","µG/L","COBALT EXTRACTABLE","COBALT EXTRACTIBLE","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","0.00060000","0.0001","","100220","MG/L","COBALT TOTAL","COBALT TOTAL","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","3.00000000","2.5","","2021","REL UNIT","COLOUR TRUE","COULEUR VRAIE","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","0.70000000","0.02","","100482","µG/L","COPPER EXTRACTABLE","CUIVRE EXTRACTIBLE","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","0.00120000","0.0002","","100222","MG/L","COPPER TOTAL","CUIVRE TOTAL","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","1.00000000","0.5","","1207","µG/L","CYANIDE TOTAL","CYANURE TOTAL","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","1.20000000","0.5","","200020","µG/L","CYANIDE WEAK ACID DISSOCIABLE","CYANURE DISSOCIABLE PAR DES ACIDES FAIBLES","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","17.00000000","1","","1094","CFU/100ML","FECAL COLIFORMS","COLIFORMES FÉCAUX","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","0.08000000","0.01","","201836","MG/L","FLUORIDE DISSOLVED","FLUORURE DISSOUS","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","0.00800000","0.002","","100484","µG/L","GALLIUM EXTRACTABLE","GALLIUM EXTRACTIBLE","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","100.40000000","0.4","","1205","MG/L","HARDNESS TOTAL (CALCD.) CACO3","DURETÉ TOTALE (CALC.) CACO3","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","0.04950000","0.0004","","100223","MG/L","IRON TOTAL","FER TOTAL","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","0.02700000","0.001","","100494","µG/L","LANTHANUM EXTRACTABLE","LANTHANE EXTRACTIBLE","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","0.02300000","0.005","","100496","µG/L","LEAD EXTRACTABLE","PLOMB EXTRACTIBLE","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","<","0.00020000","0.0002","","100228","MG/L","LEAD TOTAL","PLOMB TOTAL","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","1.25000000","0.02","","100473","µG/L","LITHIUM EXTRACTABLE","LITHIUM EXTRACTIBLE","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","0.00110000","0.0001","","100224","MG/L","LITHIUM TOTAL","LITHIUM TOTAL","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","5.70000000","0.1","","1141","MG/L","MAGNESIUM EXTRACTABLE/UNFILTERED","MAGNÉSIUM EXTRACTIBLE/NON FILTRÉ","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","6.89000000","0.005","","100479","µG/L","MANGANESE EXTRACTABLE","MANGANÈSE EXTRACTIBLE","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","0.00660000","0.0001","","100225","MG/L","MANGANESE TOTAL","MANGANÈSE TOTAL","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","0.00180000","0.0001","","100226","MG/L","MOLYBDENUM TOTAL","MOLYBDÈNE TOTAL","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","<","0.02000000","0.02","","100481","µG/L","NICKEL EXTRACTABLE","NICKEL EXTRACTIBLE","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","<","0.00020000","0.0002","","100227","MG/L","NICKEL TOTAL","NICKEL TOTAL","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","0.04000000","0.02","","7657","MG/L","NITROGEN TOTAL DISSOLVED","AZOTE TOTAL DISSOUS","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","8.00000000","0.01","","10301","PH","PH","PH","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","<","0.00200000","0.002","","15102","MG/L","PHOSPHORUS TOTAL DISSOLVED","PHOSPHORUS TOTAL DISSOUS","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","1.00000000","0.1","","1142","MG/L","POTASSIUM EXTRACTABLE","POTASSIUM EXTRACTIBLE","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","0.53700000","0.002","","100487","µG/L","RUBIDIUM EXTRACTABLE","RUBIDIUM EXTRACTIBLE","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","0.00020000","0.0001","","100251","MG/L","SELENIUM TOTAL","SÉLÉNIUM TOTAL","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","4.97000000","0.05","","1140","MG/L","SILICON EXTRACTABLE","SILICIUM EXTRACTIBLE","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","<","0.00500000","0.005","","100490","µG/L","SILVER EXTRACTABLE","ARGENT EXTRACTIBLE","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","<","0.00010000","0.0001","","100324","MG/L","SILVER TOTAL","ARGENT TOTAL","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","5.00000000","0.1","","1139","MG/L","SODIUM EXTRACTABLE","SODIUM EXTRACTIBLE","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","207.00000000","2","","2041","µS/CM","SPECIFIC CONDUCTANCE","CONDUCTANCE SPÉCIFIQUE","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","169.00000000","0.01","","100488","µG/L","STRONTIUM EXTRACTABLE","STRONTIUM EXTRACTIBLE","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","0.16400000","0.0001","","100229","MG/L","STRONTIUM TOTAL","STRONTIUM TOTAL","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","6.00000000","","","97060","DEG C","TEMPERATURE (AIR)","TEMPÉRATURE (AIR)","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","6.00000000","","","1125","DEG C","TEMPERATURE (WATER)","TEMPÉRATURE (EAU)","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","0.00500000","0.001","","100495","µG/L","THALLIUM EXTRACTABLE","THALLIUM EXTRACTIBLE","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","0.95000000","0.05","","2074","NTU","TURBIDITY","TURBIDITÉ","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","0.70800000","0.001","","100498","µG/L","URANIUM EXTRACTABLE","URANIUM EXTRACTIBLE","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","0.48000000","0.01","","100477","µG/L","VANADIUM EXTRACTABLE","VANADIUM EXTRACTIBLE","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","0.00050000","0.0001","","100230","MG/L","VANADIUM TOTAL","VANADIUM TOTAL","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","","0.38000000","0.04","","100483","µG/L","ZINC EXTRACTABLE","ZINC EXTRACTIBLE","P","01PY001565"
"BC08NL0005","2001-03-26 07:14","<","0.00020000","0.0002","","100231","MG/L","ZINC TOTAL","ZINC TOTAL","P","01PY001565"
"BC08NL0005","2001-04-02 13:26","","0.01500000","0.002","","100216","MG/L","ALUMINUM TOTAL","ALUMINIUM TOTAL","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","0.00060000","0.0001","","100250","MG/L","ARSENIC TOTAL","ARSENIC TOTAL","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","29.40000000","0.01","","100493","µG/L","BARIUM EXTRACTABLE","BARYUM EXTRACTIBLE","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","0.02970000","0.0002","","100217","MG/L","BARIUM TOTAL","BARYUM TOTAL","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","<","0.00200000","0.002","","100474","µG/L","BERYLLIUM EXTRACTABLE","BÉRYLLIUM EXTRACTIBLE","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","<","0.05000000","0.05","","100218","µG/L","BERYLLIUM TOTAL","BÉRYLLIUM TOTAL","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","2.70000000","0.07","","100475","µG/L","BORON EXTRACTABLE","BORE EXTRACTIBLE","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","0.00600000","0.005","","100491","µG/L","CADMIUM EXTRACTABLE","CADMIUM EXTRACTIBLE","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","<","0.00010000","0.0001","","100219","MG/L","CADMIUM TOTAL","CADMIUM TOTAL","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","30.40000000","0.1","","1143","MG/L","CALCIUM EXTRACTABLE/UNFILTERED","CALCIUM EXTRACTIBLE/NON FILTRÉ","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","21.50000000","0.5","","201144","MG/L","CARBON DISSOLVED INORGANIC","CARBONE INORGANIQUE DISSOUS","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","<","0.50000000","0.5","","201145","MG/L","CARBON DISSOLVED ORGANIC","CARBONE ORGANIQUE DISSOUS","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","<","0.02000000","0.02","","100478","µG/L","CHROMIUM EXTRACTABLE","CHROME EXTRACTIBLE","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","<","0.00020000","0.0002","","100221","MG/L","CHROMIUM TOTAL","CHROME TOTAL","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","0.48400000","0.002","","100480","µG/L","COBALT EXTRACTABLE","COBALT EXTRACTIBLE","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","0.00040000","0.0001","","100220","MG/L","COBALT TOTAL","COBALT TOTAL","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","7.50000000","2.5","","2021","REL UNIT","COLOUR TRUE","COULEUR VRAIE","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","0.69000000","0.02","","100482","µG/L","COPPER EXTRACTABLE","CUIVRE EXTRACTIBLE","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","0.00090000","0.0002","","100222","MG/L","COPPER TOTAL","CUIVRE TOTAL","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","<","0.50000000","0.5","","1207","µG/L","CYANIDE TOTAL","CYANURE TOTAL","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","0.60000000","0.5","","200020","µG/L","CYANIDE WEAK ACID DISSOCIABLE","CYANURE DISSOCIABLE PAR DES ACIDES FAIBLES","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","<","1.00000000","1","","1094","CFU/100ML","FECAL COLIFORMS","COLIFORMES FÉCAUX","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","0.10000000","0.01","","201836","MG/L","FLUORIDE DISSOLVED","FLUORURE DISSOUS","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","0.00600000","0.002","","100484","µG/L","GALLIUM EXTRACTABLE","GALLIUM EXTRACTIBLE","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","99.20000000","0.4","","1205","MG/L","HARDNESS TOTAL (CALCD.) CACO3","DURETÉ TOTALE (CALC.) CACO3","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","0.02660000","0.0004","","100223","MG/L","IRON TOTAL","FER TOTAL","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","0.02000000","0.001","","100494","µG/L","LANTHANUM EXTRACTABLE","LANTHANE EXTRACTIBLE","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","0.00900000","0.005","","100496","µG/L","LEAD EXTRACTABLE","PLOMB EXTRACTIBLE","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","<","0.00020000","0.0002","","100228","MG/L","LEAD TOTAL","PLOMB TOTAL","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","1.24000000","0.02","","100473","µG/L","LITHIUM EXTRACTABLE","LITHIUM EXTRACTIBLE","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","0.00110000","0.0001","","100224","MG/L","LITHIUM TOTAL","LITHIUM TOTAL","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","5.70000000","0.1","","1141","MG/L","MAGNESIUM EXTRACTABLE/UNFILTERED","MAGNÉSIUM EXTRACTIBLE/NON FILTRÉ","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","5.75000000","0.005","","100479","µG/L","MANGANESE EXTRACTABLE","MANGANÈSE EXTRACTIBLE","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","0.00530000","0.0001","","100225","MG/L","MANGANESE TOTAL","MANGANÈSE TOTAL","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","0.00170000","0.0001","","100226","MG/L","MOLYBDENUM TOTAL","MOLYBDÈNE TOTAL","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","<","0.02000000","0.02","","100481","µG/L","NICKEL EXTRACTABLE","NICKEL EXTRACTIBLE","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","<","0.00020000","0.0002","","100227","MG/L","NICKEL TOTAL","NICKEL TOTAL","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","0.06000000","0.02","","7657","MG/L","NITROGEN TOTAL DISSOLVED","AZOTE TOTAL DISSOUS","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","8.22000000","0.01","","10301","PH","PH","PH","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","0.00500000","0.002","","15102","MG/L","PHOSPHORUS TOTAL DISSOLVED","PHOSPHORUS TOTAL DISSOUS","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","1.00000000","0.1","","1142","MG/L","POTASSIUM EXTRACTABLE","POTASSIUM EXTRACTIBLE","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","0.51100000","0.002","","100487","µG/L","RUBIDIUM EXTRACTABLE","RUBIDIUM EXTRACTIBLE","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","0.00030000","0.0001","","100251","MG/L","SELENIUM TOTAL","SÉLÉNIUM TOTAL","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","5.26000000","0.05","","1140","MG/L","SILICON EXTRACTABLE","SILICIUM EXTRACTIBLE","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","<","0.00500000","0.005","","100490","µG/L","SILVER EXTRACTABLE","ARGENT EXTRACTIBLE","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","<","0.00010000","0.0001","","100324","MG/L","SILVER TOTAL","ARGENT TOTAL","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","4.80000000","0.1","","1139","MG/L","SODIUM EXTRACTABLE","SODIUM EXTRACTIBLE","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","200.00000000","2","","2041","µS/CM","SPECIFIC CONDUCTANCE","CONDUCTANCE SPÉCIFIQUE","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","170.00000000","0.01","","100488","µG/L","STRONTIUM EXTRACTABLE","STRONTIUM EXTRACTIBLE","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","0.16000000","0.0001","","100229","MG/L","STRONTIUM TOTAL","STRONTIUM TOTAL","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","10.00000000","","","97060","DEG C","TEMPERATURE (AIR)","TEMPÉRATURE (AIR)","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","7.00000000","","","1125","DEG C","TEMPERATURE (WATER)","TEMPÉRATURE (EAU)","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","0.00400000","0.001","","100495","µG/L","THALLIUM EXTRACTABLE","THALLIUM EXTRACTIBLE","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","1.30000000","0.05","","2074","NTU","TURBIDITY","TURBIDITÉ","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","0.71600000","0.001","","100498","µG/L","URANIUM EXTRACTABLE","URANIUM EXTRACTIBLE","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","0.47000000","0.01","","100477","µG/L","VANADIUM EXTRACTABLE","VANADIUM EXTRACTIBLE","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","0.00050000","0.0001","","100230","MG/L","VANADIUM TOTAL","VANADIUM TOTAL","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","","0.29000000","0.04","","100483","µG/L","ZINC EXTRACTABLE","ZINC EXTRACTIBLE","P","01PY001723"
"BC08NL0005","2001-04-02 13:26","<","0.00020000","0.0002","","100231","MG/L","ZINC TOTAL","ZINC TOTAL","P","01PY001723"
"BC08NL0005","2001-04-23 08:00","","0.15200000","0.002","","100216","MG/L","ALUMINUM TOTAL","ALUMINIUM TOTAL","P","01PY002111"
"BC08NL0005","2001-04-23 08:00","","0.00070000","0.0001","","100250","MG/L","ARSENIC TOTAL","ARSENIC TOTAL","P","01PY002111"
"BC08NL0005","2001-04-23 08:00","","29.80000000","0.01","","100493","µG/L","BARIUM EXTRACTABLE","BARYUM EXTRACTIBLE","P","01PY002111"
"BC08NL0005","2001-04-23 08:00","","0.02830000","0.0002","","100217","MG/L","BARIUM TOTAL","BARYUM TOTAL","P","01PY002111"
"BC08NL0005","2001-04-23 08:00","","0.00500000","0.002","","100474","µG/L","BERYLLIUM EXTRACTABLE","BÉRYLLIUM EXTRACTIBLE","P","01PY002111"
"BC08NL0005","2001-04-23 08:00","<","0.05000000","0.05","","100218","µG/L","BERYLLIUM TOTAL","BÉRYLLIUM TOTAL","P","01PY002111"
"BC08NL0005","2001-04-23 08:00","","5.90000000","0.07","","100475","µG/L","BORON EXTRACTABLE","BORE EXTRACTIBLE","P","01PY002111"
"BC08NL0005","2001-04-23 08:00","","0.02900000","0.005","","100491","µG/L","CADMIUM EXTRACTABLE","CADMIUM EXTRACTIBLE","P","01PY002111"
"BC08NL0005","2001-04-23 08:00","<","0.00010000","0.0001","","100219","MG/L","CADMIUM TOTAL","CADMIUM TOTAL","P","01PY002111"
"BC08NL0005","2001-04-23 08:00","","25.80000000","0.1","","1143","MG/L","CALCIUM EXTRACTABLE/UNFILTERED","CALCIUM EXTRACTIBLE/NON FILTRÉ","P","01PY002111"
"BC08NL0005","2001-04-23 08:00","","17.60000000","0.5","","201144","MG/L","CARBON DISSOLVED INORGANIC","CARBONE INORGANIQUE DISSOUS","P","01PY002111"
"BC08NL0005","2001-04-23 08:00","","2.00000000","0.5","","201145","MG/L","CARBON DISSOLVED ORGANIC","CARBONE ORGANIQUE DISSOUS","P","01PY002111"
"BC08NL0005","2001-04-23 08:00","","0.24000000","0.02","","100478","µG/L","CHROMIUM EXTRACTABLE","CHROME EXTRACTIBLE","P","01PY002111"
"BC08NL0005","2001-04-23 08:00","","0.00030000","0.0002","","100221","MG/L","CHROMIUM TOTAL","CHROME TOTAL","P","01PY002111"
"BC08NL0005","2001-04-23 08:00","","0.46700000","0.002","","100480","µG/L","COBALT EXTRACTABLE","COBALT EXTRACTIBLE","P","01PY002111"
"BC08NL0005","2001-04-23 08:00","","0.00040000","0.0001","","100220","MG/L","COBALT TOTAL","COBALT TOTAL","P","01PY002111"
"BC08NL0005","2001-04-23 08:00","","12.50000000","2.5","","2021","REL UNIT","COLOUR TRUE","COULEUR VRAIE","P","01PY002111"
"BC08NL0005","2001-04-23 08:00","","1.43000000","0.02","","100482","µG/L","COPPER EXTRACTABLE","CUIVRE EXTRACTIBLE","P","01PY002111"
"BC08NL0005","2001-04-23 08:00","","0.00160000","0.0002","","100222","MG/L","COPPER TOTAL","CUIVRE TOTAL","P","01PY002111"
